event_id,lng,lat,title,description,event_time
3016cf85-8b0a-4cc6-a016-1d5039db1b52,-122.6068499,45.5022707,"Geo Location: 5405 SE Woodward St, Portland, OR 97206, USA","Transcript:  Franklin Covey thanks","2018-03-09 13:36:44.791090"
c83b3475-bd7b-46e7-972c-f7abaec0806e,-122.4336073,45.5802303,"Geo Location: 1051 SW Utah St, Camas, WA 98607, USA","Transcript: 1051 Utah Ave continue please","2018-03-09 13:38:09.131994"
71b3a40d-fd2b-4a52-b846-51040013e0b9,-122.6174786,45.6301516,"Geo Location: Vancouver, WA 98661, USA","Transcript: 51 Utah Ave continue please","2018-03-09 13:39:00.893112"
ff20d7eb-6142-453e-93bc-82d1043a2b17,-122.6994765,45.5778806,"Geo Location: 7602 N Emerald Ave, Portland, OR 97217, USA","Transcript: 4 North 7602 North Emerald","2018-03-09 13:40:27.407535"
a8eec934-27c0-4c25-8554-71d0b6f56fa0,-122.681429,45.529628,"Geo Location: 923 NW 10th Ave, Portland, OR 97209, USA","Transcript: 13512 Northeast couch","2018-03-09 13:58:54.215679"
859f35b5-059c-477c-8d35-9dab37523144,-122.7517811,45.607739,"Geo Location: 9003 N Columbia Blvd, Portland, OR 97203, USA","Transcript:  greater Connecticut","2018-03-09 13:58:55.541678"
07f7c0e6-29f3-4096-80da-49f6c0438c30,-122.675639,45.52431,"Geo Location: 125 NW 5th Ave, Portland, OR 97209, USA","Transcript:  probably. 12th Avenue exit and garbage into the lines of travel near the curb white male starts here","2018-03-09 13:58:57.082161"
7ecd0045-05a4-40a6-9e8d-97c90d910b74,-122.5867646,45.6181985,"Geo Location: Vancouver, WA 98664, USA","Transcript:  traffic Miami","2018-03-09 16:57:24.917690"
c556ffae-0e66-4d53-a3c5-87a7940502fe,-122.79396,45.5440265,"Geo Location: 1766 NW South Rd, Portland, OR 97229, USA","Transcript: 1766 Southgate 1557","2018-03-09 16:58:12.658494"
6340bdb4-bcc6-44e4-bd08-89afe6905960,-122.8128083,45.8523006,"Geo Location: 1768 Old Portland Rd, St Helens, OR 97051, USA","Transcript:  1768 road wanted person County Jail","2018-03-09 16:58:53.253427"
ec3d8395-5c65-4cb4-b549-7b5c188b4a65,-122.6719719,45.5603032,"Geo Location: 5210 N Kerby Ave, Portland, OR 97217, USA","Transcript: Jefferson County Jail","2018-03-09 16:59:40.001632"
3f65bfb8-c2c0-42c4-ab43-2328f71b373b,-122.7501293,45.5911699,"Geo Location: Portland, OR 97203, USA","Transcript:  313 Central Avenue","2018-03-09 16:59:42.372901"
944833be-6ec4-4b60-9101-8879a855f6ba,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  can I plug into my place","2018-03-09 16:59:45.850243"
830036b2-f2e2-4188-b08d-7ac1ec7b638f,-122.6978224,45.5231716,"Geo Location: 2230 W Burnside St, Portland, OR 97210, USA","Transcript:  Fred Meyer gas station","2018-03-09 17:00:28.757056"
595a9c8c-0cc6-4684-ba16-5a731b676bbd,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  Oregon 96 Henry Frank Frank","2018-03-09 17:01:13.033948"
fec3870d-4b2d-4760-bb54-db3715a6af85,-122.5950942,45.5897694,"Geo Location: 7000 NE Airport Way, Portland, OR 97218, USA","Transcript:  call HQ Safeway 2501 Southwest Airpark Road 5 blonde ponytail Black and White Star Wars sweater","2018-03-09 17:04:16.343947"
b122d515-87e8-4bf9-adf4-fa30f9a150bb,-122.7220736,45.4768366,"Geo Location: 4411 SW Vermont St, Portland, OR 97219, USA","Transcript: State Farm in Alexandria","2018-03-09 17:05:39.227324"
6bc684e0-5ad6-4b23-a07d-650c28db2b0f,-122.6801343,45.5134542,"Geo Location: Portland, OR, USA","Transcript: downtown discount","2018-03-09 17:06:28.454401"
24601909-e4f5-4904-879b-dec0f0775767,-122.5631579,45.5225928,"Geo Location: Portland, OR, USA","Transcript:  I was on the east side of Burnside","2018-03-09 17:06:30.284791"
8c0c3ee6-104f-4fb5-b936-68e1305de74b,-122.7000586,45.509952,"Geo Location: 2425 SW Vista Ave, Portland, OR 97201, USA","Transcript:  eastbound on Ainsworth now in silver light colored BMW","2018-03-09 17:09:32.212487"
c2c26382-5f97-416a-a788-56048ae06420,-122.5249943,45.4891924,"Geo Location: 13400 SE Holgate Blvd, Portland, OR 97236, USA","Transcript:  I'll be with Oregon 449 John Frank John Edward at the Rockwood Mobile Home Park","2018-03-09 17:11:00.251295"
590bfc1f-93af-41f9-aa12-ebaca3374672,-122.6443914,45.5230876,"Geo Location: 2065 E Burnside St, Portland, OR 97214, USA","Transcript:  2065 e Burnside","2018-03-09 17:11:01.425325"
7db431fc-3ba2-4770-b468-673907999f15,-122.6443914,45.5230876,"Geo Location: 2065 E Burnside St, Portland, OR 97214, USA","Transcript:  2065 East Burnside to 154 van that way","2018-03-09 17:11:02.896366"
b64f91ab-1442-4b1b-88a0-ffbf0efab38c,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  Oregon plate David Tom Charlie George information Muskogee done","2018-03-09 17:11:44.174029"
acaec302-773a-4a29-b3a2-812164389f74,-122.4879598,45.5193194,"Geo Location: 17007 SE Stark St, Portland, OR 97233, USA","Transcript:  yeah she's going to cover to the Rockwood mobile Court 18605 East Burnside 02141","2018-03-09 17:11:45.515562"
f8eb99e8-2fd2-4154-8ac1-655714275476,-122.6630186,45.5280879,"Geo Location: 777 NE Martin Luther King Jr Blvd, Portland, OR 97232, USA","Transcript:  if you want to have fat scatter towards to Center towards 172","2018-03-09 17:12:31.180725"
ae26bdad-a202-43e6-92e0-36b768ca5d4f,-122.5774777,45.5013843,"Geo Location: 2850 SE 82nd Ave #11, Portland, OR 97266, USA","Transcript:  Donkey Kong","2018-03-09 17:13:07.046686"
6318f663-ba0e-429f-a7c9-7e5c4f74af1c,-122.6729758,45.5224465,"Geo Location: 220 SW Ankeny St, Portland, OR 97204, USA","Transcript: internet for the district","2018-03-09 17:13:51.774313"
7ae227d7-5756-4109-9ae8-ded97e6e7391,-122.6812621,45.5175946,"Geo Location: 723 SW Salmon St, Portland, OR 97205, USA","Transcript: Tricia country somebody at the house you walk into","2018-03-09 17:14:42.146104"
51f90ee1-eca5-4aee-bae5-9c67bf82ddcd,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  information on the holding welfare jacket 4404 Southeast 3/4 was randomly not making a whole lot of sense previous similar calls from the location possible care of information","2018-03-09 17:14:45.220169"
a403eac5-c309-4545-9679-ae53a81f648d,-122.7685067,45.4867763,"Geo Location: 8925 SW Beaverton Hillsdale Hwy, Portland, OR 97225, USA","Transcript: Craigslist Charlotte","2018-03-09 17:17:41.753026"
cf441f31-837f-4a54-b0a0-6666b1a504fe,-122.6305462,45.5120658,"Geo Location: Portland, OR, USA","Transcript:  car company cover coming from 11 in Hawthorne","2018-03-09 17:17:43.966605"
313b98e5-8a9b-4520-9508-ed77dd991f01,-122.542066,45.5335227,"Geo Location: NE Halsey St, Portland, OR, USA","Transcript: P-38 Halsey","2018-03-09 17:20:37.364202"
663def98-7c7e-4831-8d71-54e35d78b435,-122.5866782,45.4830557,"Geo Location: Portland, OR, USA","Transcript:  74th Avenue","2018-03-09 17:20:40.749098"
9fcfd987-4b0a-466b-a560-7a95c0633243,-122.675113,45.519602,"Geo Location: 304 SW Washington St, Portland, OR 97204, USA","Transcript: information on the right silver BMW 69","2018-03-09 17:21:34.655092"
35dbd741-8276-4e38-a717-c87c5c7edca3,-122.7235846,45.6074632,"Geo Location: Portland, OR, USA","Transcript:  74040 North","2018-03-09 17:21:38.693733"
654dc254-607d-4365-a7ba-51ce52c33807,-122.5864891,45.4347245,"Geo Location: 4354 SE Southgate St, Portland, OR 97222, USA","Transcript: it's an 7:40 for another update Affinity next door to 4354 South East 3429 exact address though","2018-03-09 17:22:10.145702"
0516fe03-e8d2-47a1-9ce1-babbecca8d98,-122.6448453,45.5273687,"Geo Location: 605 NE 21st Ave #200, Portland, OR 97232, USA","Transcript:  hours for Meijer","2018-03-09 17:22:11.674154"
bc41cee4-74f0-4f52-80aa-3e8196e61b90,-122.6454871,45.5265651,"Geo Location: 2000 NE Glisan St, Portland, OR 97232, USA","Transcript: happy taken off no charges about 242 Gleason 2000 silver Ford Mustang","2018-03-09 17:23:39.048299"
10419d9d-c7f5-4965-9143-6759c939a634,-122.6947711,45.533545,"Geo Location: Portland, OR 97210, United States","Transcript:  going Southbound","2018-03-09 17:23:40.968508"
6b00d050-a54d-4537-9bd8-6fa5d7f4ced8,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  and Vic is going West on Oregon","2018-03-09 17:23:43.069731"
bb0cd750-b889-4034-af2d-34de013ef34b,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  westbound in Oregon","2018-03-09 17:23:43.986469"
48b8fbe0-51b5-4a40-9dc7-f9c90156b967,-122.6806569,45.5179189,"Geo Location: 911 SW Broadway, Portland, OR 97205, USA","Transcript:  unmarked unit on traffic stop it chocolate and Colombia I'm not really sure what it was","2018-03-09 17:26:00.902699"
567a03b0-2cd8-4f7f-a627-8fb59c2578ad,-122.6806569,45.5179189,"Geo Location: 911 SW Broadway, Portland, OR 97205, USA","Transcript: Columbia","2018-03-09 17:26:43.504394"
e56b8c04-48a3-4e3c-95bd-12d53e0a7ef5,-122.4296402,45.471304,"Geo Location: Gresham, OR 97080, USA","Transcript:  black Durango","2018-03-09 17:26:46.210556"
05b77b41-1a92-434b-8e2a-28c4032e6194,-122.6734258,45.5148863,"Geo Location: 1020 SW Naito Pkwy, Portland, OR 97204, USA","Transcript: national office 1020 Southwest naito one punch dark holler currently refusing Medical","2018-03-09 17:27:27.781453"
fe740e46-96c6-4c71-90df-144853982913,-122.6699971,45.5227536,"Geo Location: 98 SW Naito Pkwy, Portland, OR 97204, USA","Transcript:  I seen walking south on the waterfront to be a white male early 20s black hoodie Black","2018-03-09 17:27:29.622535"
55ae629c-8895-4a44-a255-bdd8d2a16900,-122.6806569,45.5179189,"Geo Location: 911 SW Broadway, Portland, OR 97205, USA","Transcript:  if I for coming up from 6 in Columbia","2018-03-09 17:27:31.899726"
02252169-001f-4166-8817-693faccb1cf2,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  going to be out of Washington play for a boy","2018-03-09 17:27:33.795661"
7a098c2d-d036-4f68-915e-990018200d9a,-122.6630186,45.5280879,"Geo Location: 777 NE Martin Luther King Jr Blvd, Portland, OR 97232, USA","Transcript:  vehicle repair center","2018-03-09 17:28:17.092198"
9a916c7f-87e2-4fb4-9871-2caaa52b927d,-122.6676567,45.548843,"Geo Location: 3530 N Vancouver Ave Ste 320, Portland, OR 97227, USA","Transcript:  having our closet point of S corporation","2018-03-09 17:28:18.883913"
cdf0b5ca-507c-4f33-9bd7-54f6f7a9496d,-122.7325672,45.5928221,"Geo Location: Portland, OR 97203, USA","Transcript: 622 North fessenden Street and Williams lives in the area","2018-03-09 17:29:44.429132"
d70a7ff9-61b8-403b-b74d-ef35cbc74141,-122.6824676,45.5227786,"Geo Location: 1106 W Burnside St, Portland, OR 97209, USA","Transcript:  Patagonia Chicago","2018-03-09 17:29:46.875406"
92e18019-789b-4f03-87f8-c31008917dd1,-122.6699971,45.5227536,"Geo Location: 98 SW Naito Pkwy, Portland, OR 97204, USA","Transcript: in a 3-4 are color is still seeing the subjects near the Waterfront Park the walking southbound","2018-03-09 17:30:22.749964"
29c8f111-4c14-48a1-8f1b-71aa7e0f5779,-122.5820504,45.5860425,"Geo Location: 7777 NE Airport Way, Portland, OR 97218, USA","Transcript:  Duncan Clan","2018-03-09 17:30:24.822431"
71e2f2bf-7b46-422f-88a8-1736ce0ac5f8,-122.5921356,45.4943139,"Geo Location: Portland, OR 97206, USA","Transcript: 379 Henry Queen Camp in 104 and Powell","2018-03-09 17:31:11.420171"
22474751-2e86-4866-8a3f-13af3b6973fe,-122.6065462,45.5680657,"Geo Location: Portland, OR 97218, USA","Transcript:  Portland Highway","2018-03-09 17:32:41.214241"
5cf509a4-87b4-4f97-8a36-4f3ed891d966,-122.618708,45.6301083,"Geo Location: 3738 Utah St, Vancouver, WA 98661, USA","Transcript:  3738 West Point Utah for us all","2018-03-09 17:32:42.476673"
fd6f2ba4-d094-432f-a386-5c87b98a2932,-122.6734595,45.5149498,"Geo Location: 1020 SW Naito Pkwy, Portland, OR 97204, USA","Transcript: the color were they still seeing them standing at the Rose Festival office or did they change location at all","2018-03-09 17:34:12.206801"
cdd9e34b-4f0d-47ff-a322-c3b4eb0fcfdc,-122.7714039,45.5420288,"Geo Location: Portland, OR 97229, USA","Transcript:  Northbound Washington played Phantom Sam Mary 85218","2018-03-09 17:34:14.133389"
1a2f9a16-2f11-4a94-bb9a-f04f0c32e26c,-122.6616332,45.5336183,"Geo Location: 243 NE Halsey St, Portland, OR 97232, USA","Transcript:  243 Halsey welfare check I think this is one of our regulars","2018-03-09 17:36:24.635387"
fb923c0f-01e4-4ef0-abf9-9b05526dab5d,-122.6581917,45.4621829,"Geo Location: 771 SE Harney St, Portland, OR 97202, USA","Transcript:  771 Harney","2018-03-09 21:38:49.744149"
fcff3cca-0f9e-4d85-ad7c-30527ef378ee,-122.671416,45.507046,"Geo Location: Marquam Bridge, Portland, OR 97201, USA","Transcript:  Robert Beach","2018-03-09 21:39:33.725193"
63d61677-b452-4a69-9f42-8bc6cf77263a,-122.6624969,45.541345,"Geo Location: 305 NE Russell St, Portland, OR 97212, USA","Transcript: are you and Patrick going to 305 Northeast Russell around that area or place on their maroon Chevy Corsica they're not trying to take off in","2018-03-09 21:40:18.471613"
1938d7fe-5a43-48f3-98c0-51e1ee0305fc,-122.6614188,45.5643992,"Geo Location: Portland, OR, USA","Transcript:  the Chicken on South Elm MLK from Northville","2018-03-09 21:41:03.326529"
c3845e8b-2877-4dfd-bf6d-6e397ccf68c0,-122.6778225,45.5233321,"Geo Location: 8 NW 8th Ave, Portland, OR 97209, USA","Transcript:  actor Richard Harris Building 8 Northwest 8th Avenue","2018-03-09 21:41:46.526401"
57936d2e-e08a-4a72-b7fa-6f5b77a2e096,-122.6805918,45.516896,"Geo Location: 1000 SW Broadway #1100, Portland, OR 97205, USA","Transcript:  weather at River West Bank at Ross Island Bridge in the water","2018-03-09 21:41:50.468661"
1eb19886-5e7b-4fb7-aa0c-b72a213a3195,-122.6806569,45.5179189,"Geo Location: 911 SW Broadway, Portland, OR 97205, USA","Transcript: respond from Colombia","2018-03-09 21:42:30.581202"
e9ad499d-757e-492b-97a7-88f87d4e3848,-122.6766592,45.5312173,"Geo Location: 1745 Willamette River Greenway Trail, Portland, OR 97209, USA","Transcript: 1745 Willamette River West Bank at Ross Island Bridge","2018-03-09 21:42:31.790697"
cad02061-a115-4f3b-9e1c-401aa5a2950f,-122.6661285,45.5010915,"Geo Location: Portland, OR 97239, USA","Transcript: look at Ross Island Bridge","2018-03-09 21:43:17.180762"
ee5537fa-f7aa-4f50-9795-a2334fb0b29c,-122.679943,45.518368,"Geo Location: 810 SW Broadway, Portland, OR 97205, USA","Transcript:  how do you turn on the Westbank","2018-03-09 21:43:19.103919"
b694e1b8-571f-4860-9cdf-3884efaee377,-122.6848787,45.530245,"Geo Location: 1303 NW Lovejoy St, Portland, OR 97209, USA","Transcript: 834 if you can start for Safeway 1303 Northwest Lovejoy","2018-03-09 21:44:04.350422"
61c402b4-77f7-44ad-9bf9-486ada470146,-122.6614496,45.5212746,"Geo Location: 210 SE Martin Luther King Jr Blvd, Portland, OR 97214, USA","Transcript:  Korean threat","2018-03-09 21:44:06.117188"
247d22c9-cda0-43ea-b5d4-7908d097d279,-122.7471496,45.5769676,"Geo Location: Willamette River Greenway Trail, Portland, OR 97209, USA","Transcript:  the right now in sand and gravels off of McLoughlin are they sure they need to be Ross Island Bridge on the west side","2018-03-09 21:44:07.539938"
2f4b6ece-925b-4b9a-82ba-cb58a8414b98,-122.5585495,45.5273248,"Geo Location: 631 NE 102nd Ave, Portland, OR 97220, USA","Transcript:  Africa","2018-03-09 21:44:09.483725"
16059dc6-e8f8-4723-ad28-2116668ff5ff,-122.5950942,45.5897694,"Geo Location: 7000 NE Airport Way, Portland, OR 97218, USA","Transcript:  Singapore","2018-03-09 21:47:50.914856"
3e814c14-f13b-45bb-abbe-cde50efbc5fe,-122.6700401,45.4976278,"Geo Location: Portland, OR 97239, USA","Transcript: fire calls going down in South Waterfront","2018-03-09 21:48:32.335370"
11f051a9-31e6-4382-b77d-e711fadd4940,-122.6700401,45.4976278,"Geo Location: Portland, OR 97239, USA","Transcript:  check humidifier calls not if I think I have the South Waterfront and let me know what it is","2018-03-09 21:48:33.128233"
8d1e84a7-74ce-48da-985f-7093647deac2,-122.6700401,45.4976278,"Geo Location: Portland, OR 97239, USA","Transcript:  all right if they're seeing if I cross from South Waterfront","2018-03-09 21:48:35.080976"
b06093eb-7369-4003-838a-93353654712f,-122.5725455,45.4360718,"Geo Location: 12000 Southeast 82nd Avenue, Happy Valley, OR 97086, United States","Transcript:  everyone on the river coffee be clear it's a floating Candle Memorial","2018-03-09 21:49:20.272003"
4bbb51b5-e2b2-4612-b0eb-adbb43a6b545,-122.377087,45.3145808,"Geo Location: Eagle Creek, OR 97022, USA","Transcript:  541 to 45 South East Allen Street area resident walking by stringing","2018-03-09 21:50:46.077075"
f761d15c-c201-45ea-87e4-31b16a56efcc,-122.6776298,45.5119595,"Geo Location: 172 SW Market St, Portland, OR 97201, USA","Transcript:  highway 172 Market","2018-03-09 21:51:31.436799"
e3ae8573-710b-4c6d-bf00-b14645b5c0d8,-122.6188326,45.4832318,"Geo Location: Portland, OR, USA","Transcript:  Irving vehicle West on 84 near 43rd and Oak and BMW 939-739-2131","2018-03-09 21:51:32.823082"
6672d500-cab2-49fb-843f-6ca136572d89,-121.3308388,44.064154,"Geo Location: 1343 NW Portland Ave, Bend, OR 97701, USA","Transcript: 1343 North seen anything","2018-03-09 21:53:00.359250"
157096d0-8d18-4cc6-a2b2-93eeac661f97,-122.6812621,45.5175946,"Geo Location: 723 SW Salmon St, Portland, OR 97205, USA","Transcript:  country on the other house and a mechanical","2018-03-09 21:53:03.023714"
eab06e18-9fe5-40d8-9699-89a7fd46c575,-122.3861192,45.4995824,"Geo Location: 280 NE Williams Rd, Gresham, OR 97030, USA","Transcript: information area 280 North East Williams Road on Williams Road rager black and white or color","2018-03-09 21:53:46.006445"
b791611e-0dcf-44cf-b5e8-a90dab86ac33,-122.6682727,45.5592688,"Geo Location: 5025 N Vancouver Ave, Portland, OR 97217, USA","Transcript:  are you in 615 going to 05025 North Vancouver you don't live here","2018-03-09 21:56:01.573903"
46cc490a-cc03-4588-9e09-e940817cc9fa,-122.6590024,45.5581706,"Geo Location: 4906 NE 6th Ave, Portland, OR 97211, USA","Transcript:  Robbie from MLK in","2018-03-09 21:56:02.870972"
2fcec8c8-5795-40ff-bc8c-a4de094da7a9,-122.6590024,45.5581706,"Geo Location: 4906 NE 6th Ave, Portland, OR 97211, USA","Transcript: copy from MLK and 81st","2018-03-09 21:56:43.981091"
d2afc7a1-d901-4ffc-bc4d-6635bd8b2152,-122.6721826,45.5985435,"Geo Location: Portland, OR 97217, USA","Transcript:  checking out of this calling in North Vancouver","2018-03-09 21:58:21.374434"
f2042bfd-7f53-4477-ba6f-7359f34f6558,-122.5141889,45.5602046,"Geo Location: 14325 NE Airport Way #111, Portland, OR 97230, USA","Transcript: 111 North Vancouver in apartment number 9 Frank","2018-03-09 21:59:02.714546"
6a97dffa-07cd-4ba6-adbb-450c32e03ea6,-122.4045468,45.5001157,"Geo Location: Gresham, OR 97030, USA","Transcript: Southeast 1 and Village Squire Avenue","2018-03-09 22:00:30.277795"
49276587-d25a-43d8-bde9-b78541600144,-122.761109,45.597984,"Geo Location: Portland, OR 97203, United States","Transcript: Reno weather","2018-03-09 22:01:10.810734"
0b62da50-f988-4f46-a9fc-fdde76ca2db3,-122.676882,45.5190045,"Geo Location: 620 SW 5th Ave #702, Portland, OR 97204, USA","Transcript: at your work","2018-03-09 22:01:58.567785"
411f63dc-38f5-4319-88be-bde5f8f6b390,-122.722295,45.4473536,"Geo Location: Portland, OR 97219, USA","Transcript:  perfect in all dark clothing in a wheelchair going West on Hawthorne","2018-03-09 22:02:00.269078"
723b1e97-f23f-4f34-aea3-a9684764c801,-122.6790994,45.5193389,"Geo Location: 621 SW Morrison St #1000, Portland, OR 97209, USA","Transcript: Frank Holloway","2018-03-09 22:02:46.074475"
32024f2d-4f5e-49ea-978f-e807ee901389,-122.749457,45.4238907,"Geo Location: 7110 SW Fir Loop Suite 220, Portland, OR 97223, USA","Transcript:  Winn-Dixie Inverness 2201","2018-03-09 22:02:47.353657"
d902b96b-0b12-4180-af32-80b159a15c60,-122.6846427,45.5280783,"Geo Location: 701 NW 13th Ave, Portland, OR 97209, USA","Transcript:  kitchen for","2018-03-09 22:03:35.500806"
5c4a43f9-0be3-4252-be10-74c1054c8f2e,-122.6782818,45.5036785,"Geo Location: Portland, OR 97201, USA","Transcript:  Ninja Assassin 110 Southwest Arthur Street apartment number 2 0","2018-03-09 22:03:36.979438"
21aae2d7-b460-4377-9f16-3314eb24b3e5,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript:  Oregon","2018-03-09 22:05:45.772533"
33daade5-4c7f-460b-826d-254ce2615014,-122.696227,45.5287,"Geo Location: 814 NW 22nd Ave, Portland, OR 97210, USA","Transcript: 814 yard apartment building","2018-03-09 22:06:31.325773"
b718d28e-6f32-4a04-8029-ec8da43a5671,-122.7471415,45.4290134,"Geo Location: 12585 SW 68th Ave, Portland, OR 97223, USA","Transcript:  Comfort Robinson Jr","2018-03-09 22:07:17.197077"
e97ddca3-e17c-4924-b81d-bc351d9d556c,-122.7520439,45.6037914,"Geo Location: 8870 N Columbia Blvd # 1, Portland, OR 97203, USA","Transcript: Ridgecrest Apartments 870 North Columbia Boulevard","2018-03-09 22:08:01.855806"
a10984c4-e0d1-4858-9502-1f1a50732f8d,-122.6790935,45.515016,"Geo Location: 1221 SW 4th Ave # 110, Portland, OR 97204, USA","Transcript:  how to copy from the office","2018-03-09 22:10:14.572166"
db9468c8-aa8d-430f-9817-3f8fcd74d7b5,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript: Clackamas County Jail","2018-03-09 22:10:58.702062"
3c095eff-aedf-4ec6-8ef3-c1c331211104,-122.6705973,45.4961918,"Geo Location: 3712 SW Bond Ave, Portland, OR 97239, USA","Transcript:  122 and Halsey with organ 945 Frank x-ray Mary","2018-03-09 22:11:44.187751"
b868d572-889f-42ac-891e-7b340f063e61,-122.4569854,45.5333385,"Geo Location: 114 NE Halsey St, Portland, OR 97230, USA","Transcript:  114 Halsey 27","2018-03-09 22:11:46.169704"
2d7cc0eb-75f2-43a3-a4db-6df7dd15d1c6,-122.4968107,45.512351,"Geo Location: 1523 SE 162nd Ave, Portland, OR 97233, USA","Transcript:  Villa Park Apartments 125 and start in the parking lot car accident not angry other half is working people","2018-03-09 22:13:15.891752"
f47f09de-8ae4-444f-9e31-7cc51de928e6,-122.6211061,45.5358023,"Geo Location: 4075 NE Sandy Blvd, Portland, OR 97212, USA","Transcript:  around the corner","2018-03-09 22:13:17.644936"
4a0474be-cd3b-4461-a533-ac0544d5e7a3,-122.6733141,45.537482,"Geo Location: 1900 N Interstate Ave, Portland, OR 97227, USA","Transcript: information of pretty purses pictures of your office 1900 North Interstate 14","2018-03-09 22:14:46.637509"
3676f9f1-990b-4931-a258-c582afb57d64,-122.63651,45.486833,"Geo Location: 2837 SE Colt Dr, Portland, OR 97202, USA","Transcript:  Southeast 8th Avenue Unit 248 Wimbledon Square Apartments","2018-03-09 22:14:47.869384"
f5f2ad0b-371a-4ec2-8ee9-92b7ef54cc8c,-122.7603203,45.5065186,"Geo Location: 1807 SW Golf Creek Dr, Portland, OR 97225, USA","Transcript:  Harding's mom versus daughter in and out of the apartments and or swimming","2018-03-09 22:14:49.706359"
1e284aa2-de20-4d9d-b4de-1e9b9b3bd454,-122.620631,45.5354248,"Geo Location: 4122 NE Sandy Blvd, Portland, OR 97212, USA","Transcript:  call Paragon Theater.","2018-03-09 22:15:32.006694"
80faa38d-0164-4313-8b71-bd9c27d83407,-122.6513196,45.4893894,"Geo Location: 4617 SE Milwaukie Ave, Portland, OR 97202, USA","Transcript:  Yeah I texted all my cameras I'm not seeing anything but we do have a very large gap between the Earth and McAdams","2018-03-09 22:15:33.731574"
975c6b51-6795-4a79-af2a-fb12533d877f,-122.7347066,45.589661,"Geo Location: 3738 N Rochester St, Portland, OR 97203, USA","Transcript:  3738 Rochester","2018-03-09 22:15:37.134276"
acec342b-d07c-449f-9e36-e483cf68ccaf,-122.7947829,45.5200359,"Geo Location: 31 NW 114th Ave, Portland, OR 97229, USA","Transcript:  114 Route 31","2018-03-09 22:16:16.053707"
9e94bf46-ab91-475c-9912-6593714b98db,-122.638577,45.4984794,"Geo Location: 3400 SE 26th Ave, Portland, OR 97202, USA","Transcript: Cleveland 586","2018-03-09 22:17:03.329739"
5a10149c-1fe6-4722-8c11-c9b596502cd5,-122.542066,45.5335227,"Geo Location: NE Halsey St, Portland, OR, USA","Transcript:  18412 Northeast Halsey","2018-03-09 22:17:04.974296"
ba6c7859-2b15-4a14-9cf0-36efd4a74a9a,-122.6491121,45.5399593,"Geo Location: 2420 NE 16th Ave, Portland, OR 97212, USA","Transcript:  2420 Northeast 16th","2018-03-09 22:17:06.505391"
abddf5cc-5bfa-4763-8c6f-5648966cc479,-122.7870952,45.5521607,"Geo Location: Portland, OR 97229, USA","Transcript:  northbound","2018-03-09 22:17:10.723708"
59be7195-911a-48e2-8dec-7cb5a6dd04fd,-122.7870952,45.5521607,"Geo Location: Portland, OR 97229, USA","Transcript: crash Northbound just South of the Border","2018-03-09 22:17:48.074953"
befa3a29-5a8d-4103-a6e0-0fa66eccda73,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript: nearby cover the complex and being very aggressive and lunging and 1/2","2018-03-09 22:17:49.916521"
e8c96ae6-730c-4a27-a512-8403bd4ecd7d,-122.6756269,45.5239703,"Geo Location: 107 NW 5th Ave, Portland, OR 97209, USA","Transcript: entrance of the complex and being very aggressive and lunging and how survivors","2018-03-09 22:18:33.138080"
45d1fef6-09e9-4f28-8fa3-13f24456d5b9,-122.6790935,45.515016,"Geo Location: 1221 SW 4th Ave # 110, Portland, OR 97204, USA","Transcript:  n52 I can go as well I'm still from the office","2018-03-09 22:18:36.620070"
6ff8f7b1-d0da-44fd-9a93-9fc5667ecfb9,-122.6770112,45.5144543,"Geo Location: Edith Green - Wendell Wyatt Federal Building, 1220 SW 3rd Ave #560, Portland, OR 97204, USA","Transcript: Army office","2018-03-09 22:19:13.082206"
b81a7e08-2fae-4397-925a-c76c70f715cf,-122.7212085,45.5541877,"Geo Location: Portland, OR, USA","Transcript:  clear from front yard for fireplace","2018-03-09 22:19:16.654995"
d5423b4a-c921-4db7-b5b9-06771603f903,-122.5863211,45.5145659,"Geo Location: Oregon, USA","Transcript:  they put me on the Accident Injury in County","2018-03-09 22:20:02.296225"
8de72346-70e7-46e5-821d-352d1d22186f,-122.5863211,45.5145659,"Geo Location: Oregon, USA","Transcript: in County","2018-03-09 22:20:42.230740"
61e7b4a6-3784-44c9-a2ea-7bd4608a233c,-122.6785869,45.518155,"Geo Location: 520 SW Yamhill St #950, Portland, OR 97204, USA","Transcript:  On the Border","2018-03-09 22:23:03.648383"
49230f27-72e5-4d7a-8a1c-4100c9835c3f,-122.6712842,45.4988821,"Geo Location: 3303 SW Bond Ave, Portland, OR 97239, USA","Transcript:  you going to the house is going to be 300 King King Adam","2018-03-09 22:23:05.821964"
